municipality,name,facility_type,address,neighborhood,cep,phone,email,opening_hours,categories,source
Manhuaçu,CREAS Manhuaçu,CREAS,"Rua Reverendo Antonio Godoy, 38",Centro,36900-094,(33) 33394754,creasmanhuacu@hotmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Manhumirim,CREAS Manhumirim,CREAS,"Rua Antônio Carlos, 41",Isidoro,36970-000,(33) 33412049,manhumirimcreas@yahoo.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Mantena,CREAS Mantena,CREAS,"Rua Santa Luzia, 262",Centro,35290-000,(33) 988289748,smasmantena@gmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Mariana,CREAS Mariana,CREAS,"Travessa Wenceslau Braz, 62",Centro,35424-143,(31) 35572913,creas@mariana.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Marilac,CREAS Marilac,CREAS,"Rua Governador Valadares, 230",Centro,35115-000,(33) 32921481,creasmarilac@hotmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Materlândia,CREAS Materlândia,CREAS,"Rua Padre Gusmão, 15",Centro,39755-000,(33) 998644089,creasatendimentomater@gmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Mateus Leme,CREAS Mateus Leme,CREAS,"Rua Guaraciaba Passos, 1293",Centro,35670-000,(31) 32082037,creas.pmml@gmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Matipó,CREAS Matipó,CREAS,"Rua C, 9",Exposição,35367-000,(31) 38731162,as.creasmatipo@gmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Matozinhos,CREAS Matozinhos,CREAS,"Avenida Bento Gonçalves, 235",Centro,35720-000,(31) 20108542,smds@matozinhos.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Medina,CREAS Emilly Daniele Marques Lima (Medina),CREAS,"Rua Valdivio Antunes Guimaraes, 50",Cidade Jardim,39620-000,(33) 37514743,creas@medina.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Minas Novas,CREAS Minas Novas,CREAS,"Rua Manoel Fulgêncio, 21",Centro,39650-000,(33) 37642754,socpmmn@hotmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Mirabela,CREAS Mirabela,CREAS,"Rua Dos Xavier, 136",Centro,39373-000,(38) 999665017,creasmirabela@gmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Monsenhor Paulo,CREAS Monsenhor Paulo,CREAS,"Rua Jose Martins dos Santos Filho, 10",Centro,37405-000,(35) 36631141,creas@monsenhorpaulo.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Montalvânia,CREAS Montalvânia,CREAS,"Rua Madame Curie, 77",Centro,39495-000,(38) 998363820,psemediacomplexidademtv@gmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Monte Alegre de Minas,CREAS Monte Alegre de Minas,CREAS,Praça Vereador Jose de Oliveira Arantes,Centro,38475-000,(34) 32830564,creasmam@hotmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Monte Azul,CREAS Monte Azul,CREAS,"Rua Governador Valadares, 191",Centro,39500-000,(38) 38111499,moacreas@gmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Monte Carmelo,CREAS Maria Zélia Fernandes (Monte Carmelo),CREAS,"Avenida Três, 9",Carmo,38500-000,(34) 38191238,creas@montecarmelo.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Monte Formoso,CREAS Monte Formoso,CREAS,"Rua Alvaro Moura, 81",Centro,39893-000,(33) 000000000,assistenciasocial.pmmf@gmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Monte Santo de Minas,CREAS Monte Santo de Minas,CREAS,"Rua Arístides Cunha, 315",Centro,37968-000,(35) 35915158,creas@montesantodeminas.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Monte Sião,CREAS Narciso da Costa (Monte Sião),CREAS,"Rua José Guireli, 86",Pq. Antonieta,37580-000,(35) 34656883,creas@montesiao.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Montes Claros,CREAS I (Montes Claros),CREAS,"Rua Tiradentes, 465",Centro,39400-076,(38) 22113430,creas1mocmg@gmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Montes Claros,CREAS Ii (Montes Claros),CREAS,"Avenida Viriato Ribeiro de Aquino, 80",Canelas Ii,39402-665,(38) 22113432,creas2.mocmg@gmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Morada Nova de Minas,CREAS Morada Nova de Minas,CREAS,"Rua Inácia Maria do Rosário, 350",Centro,35628-000,(37) 99495903,creasmoradanova@yahoo.com.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Muriaé,CREAS Muriaé,CREAS,"Rua Itagiba de Oliveira, 410",Barra,36880-000,(32) 37223659,creasmuriae@yahoo.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Mutum,CREAS Casa da Esperança (Mutum),CREAS,"Rua Inconfidência, 9",Centro,36955-000,(33) 936182112,acaosocialmutummg23@gmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Muzambinho,CREAS Muzambinho,CREAS,"Rua Sete de Setembro, 735",Centro,37890-000,(35) 35712046,creasmuzambinho@gmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Nanuque,CREAS Nanuque,CREAS,"Avenida Antonio Barroso, 120",Industrial,39860-000,(33) 999354791,creasnanuque@gmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Nazareno,CREAS Proteção Social Especial Nazareno (Nazareno),CREAS,"Rua José Venancio de Paula, 2",N.s. de Nazaré,36370-000,(35) 38421666,social@nazareno.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Nepomuceno,CREAS Centro (Nepomuceno),CREAS,"Rua Capitao Francisco Lima, 647",Centro,37250-000,(35) 984454203,creasnepomuceno@gmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Ninheira,CREAS Municipal de Ninheira (Ninheira),CREAS,"Rua Ugulino Rocha de Almeida, 48",Centro,39553-000,(38) 999573853,complexidademedianinheira@gmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Nova Lima,CREAS Nova Lima,CREAS,"Rua Dr. Cássio Magnani, 525",Centro,34000-045,(31) 31805950,creas.semds@pnl.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Nova Lima,CREAS Nova Lima - Jardim Canadá,CREAS,"Rua Natal, 344",Jardim Canadá,34007-764,(31) 987261206,creasnoroeste.coordenacao@pnl.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Nova Módica,CREAS Nova Módica,CREAS,"Travessa Lourival Esteves, 12",Centro,35113-000,(33) 91258206,protecaoespecial@outlook.com.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Nova Serrana,CREAS Dona Dolores Bretas de Lima (Nova Serrana),CREAS,"Rua Da Saudade, 623",Adalberto Ferreira do Amaral,35520-052,(37) 32262261,creas@novaserrana.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Novo Cruzeiro,CREAS Nc (Novo Cruzeiro),CREAS,"Rua Jorge Chaim, 53",São Bento,39820-000,(33) 35331348,creasnc@hotmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Oliveira,CREAS Irmão Raimundo Mesquita (Oliveira),CREAS,"Rua Francisco Cambraia campos, 302",Centro,35540-000,(37) 33319844,creas@oliveira.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Ouro Branco,CREAS Ouro Branco,CREAS,"Rua Eduardo Nicomedes, 556",Centro,36490-116,(31) 39381066,creas@ourobranco.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Ouro Fino,CREAS Dolores Volpini Ribeiro Silva (Ouro Fino),CREAS,"Rua Senador Júlio Brandão, 42",Centro,37570-000,(35) 34414333,creasof2013@gmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Ouro Preto,CREAS Ouro Preto,CREAS,"Avenida Juscelino Kubitscheck, 150",Bauxita,35402-179,(31) 992312356,creas@ouropreto.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Padre Paraíso,CREAS Padre Paraíso,CREAS,"Rua Aracuai, 259",Centro,39818-000,(33) 35341152,creas@padreparaiso.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Pai Pedro,CREAS Pai Pedro,CREAS,"Rua Ayrton Senna, 778",Vila Nova,39517-000,(38) 38318164,creaspaipedro@gmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Paineiras,CREAS Paineiras,CREAS,"Rua Antonio Pinto da Fonseca, 602",Centro,35622-000,(37) 99625118,paineirascreas@gmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Pains,CREAS Pains,CREAS,"Rua Bela Vista, 925",Dona Ziza,35582-000,(37) 999074989,social@pains.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Palmópolis,CREAS Palmópolis,CREAS,"Avenida Antônio Esteves Viana, 189",Centro,39945-000,(33) 998605292,creas@palmopolis.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Pará de Minas,CREAS João Batista de Souza (Pará de Minas),CREAS,"Rua Tamóios, 190",Providência,35661-157,(37) 32335921,creaspm@parademinas.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Paracatu,CREAS Paracatu,CREAS,"Avenida Bias Forte, 920",Bandeirantes,38600-000,(38) 36711894,creasptu@gmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Paraguaçu,CREAS Paraguaçu-MG (Paraguaçu),CREAS,"Rua Ana Rosa, 25",Centro,37120-000,(35) 32673141,creasparaguacu@gmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Paraisópolis,CREAS Paraisópolis/MG (Paraisópolis),CREAS,"Avenida Rio Branco, 603",Centro,37660-000,(35) 36514380,creasparaisopolismg@yahoo.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Paraopeba,CREAS Paraopeba,CREAS,"Rua Curvelo, 191",Nossa Senhora do Carmo,35774-000,(31) 37143699,creas3699@yahoo.com.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Passos,CREAS Novo Caminho (Passos),CREAS,"Rua Coronel João de Barros, 970",Centro,37900-010,(35) 984024341,creas@passos.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Patos de Minas,CREAS Patos de Minas,CREAS,"Rua Vereador João Pacheco, 632",Várzea,38700-551,(34) 38229804,creas@patosdeminas.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Patrocínio,CREAS Patrocínio,CREAS,"Avenida Joao Furtado de Oliveira, 2200",Santa Terezinha,38740-000,(34) 30992493,creas@patrocinio.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Pavão,CREAS Pavão,CREAS,"Praça lourival barbosa, 200",Centro,39814-000,(33) 35351764,creaspavao@gmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Pedra Azul,CREAS Pedra Azul,CREAS,"Praça Theopompo de Almeida, 14",Centro,39970-000,(33) 37513374,creaspedrazul@hotmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Pedra do Anta,CREAS Pedra do Anta,CREAS,"Rua Sao Vicente, 10",Centro,36585-000,(08) 000311130,assistenciasocial@pedradoanta.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Pedra do Indaiá,CREAS Pedra do Indaiá,CREAS,"Rua Nova, 80",Centro,35565-000,(37) 999661487,creas@pedradoindaia.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Pedralva,CREAS Pedralva,CREAS,"Rua Poeta Joao Carneiro de Rezende, 190",Centro,37520-000,(35) 997660103,pse@pedralva.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Pedro Leopoldo,CREAS Pedro Leopoldo,CREAS,"Rua Dr. Roberto Belisário Viana, 236, 236",Centro,33600-000,(31) 36623859,creaspl@pedroleopoldo.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Perdões,CREAS Perdões,CREAS,"Rua Dr.José de Magalhães Pinto, 31",João Xxiii,37260-000,(35) 35180348,creasperdoes@hotmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Piedade de Caratinga,CREAS Piedade de Caratinga,CREAS,Praça Adriano Sabino,Centro,35325-000,(33) 30386215,creaspiedade861@gmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Piranga,CREAS Piranga,CREAS,"Rua Vereadora Maria Anselmo, 78",Centro,36480-000,(31) 37461665,creaspiranga@gmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Pirapetinga,CREAS Pirapetinga,CREAS,"Rua Osorio Vieira da Fonseca, 100, 100",Centro,36730-000,(32) 34651500,creaspira@yahoo.com.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Pirapora,CREAS Pirapora,CREAS,"Rua Teófilo Barbosa, 353",Centro,39270-102,(38) 37406011,sefam.creas@pirapora.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Pitangui,"CREAS João Pedro Sobrinho - ""Joãozinho do Pasto"" (Pitangui)",CREAS,"Rua Treze de Maio, 320",Centro,35650-000,(37) 996605523,creas@pitangui.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Piumhi,CREAS Oscarina Brito Mota (Piumhi),CREAS,"Rua Tabelião Ovidio Arantes, 226",Centro,37925-000,(37) 33719271,creas@prefeiturapiumhi.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Poços de Caldas,CREAS Poços de Caldas,CREAS,"Rua Laguna, 820",Jardim dos Estados,37701-074,(35) 36972626,recepcaocreas@gmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Pompéu,CREAS Pompéu,CREAS,"Rua São Pedro, 358",São José,35640-000,(37) 35232203,creas@pompeu.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Ponte Nova,CREAS Ponte Nova,CREAS,"Avenida Caetano Marinho, 147",Centro,35430-001,(31) 38172870,creas@pontenova.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Ponto dos Volantes,CREAS Ponto dos Volantes,CREAS,Rua Nova,Centro,39615-000,(33) 37338010,creas.pvolantes@gmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Porteirinha,CREAS Portas Abertas (Porteirinha),CREAS,"Rua Belo Horizonte, 602",Centro,39520-000,(38) 38311070,creasporteirinha@yahoo.com.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Poté,CREAS Poté,CREAS,"Rua Domiciano Ferreira, 309",Maristela,39827-000,(33) 98634257,creas@pote.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Pouso Alegre,CREAS Cristóvão Cruz (Pouso Alegre),CREAS,"Avenida Pinto Cobra Rua Projetada, 2085",Centro,37554-290,(35) 31123817,creas_tecnicos@hotmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Prata,CREAS Prata,CREAS,"Rua Dom Eduardo, 826",Centro,38140-000,(34) 999786962,creas@prata.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Presidente Kubitschek,CREAS Presidente Kubitschek - Ivone Engrácia de Melo Almeida (Presidente Kubitschek),CREAS,"Avenida Nossa Senhora das Dores, 259",Centro,39135-000,(38) 35451217,creas@pk.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Raposos,CREAS Raposos,CREAS,"Rua Ernesto Cassilhas Silva, 20",Centro,34400-000,(31) 35432108,creasraposos2018@gmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Raul Soares,CREAS Raul Soares,CREAS,"Rua São Sebastião, 248",Centro,35350-000,(33) 33511415,creas@raulsoares.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Reduto,CREAS Reduto,CREAS,"Rua Fernando Maurilio Lopes, 71",Centro,36920-000,(33) 33784234,assistenciasocial@reduto.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Ressaquinha,CREAS Mãos que Acolhem (Ressaquinha),CREAS,"Rua dos Sagrados Corações de Jesus e Maria, 47",Costa da Mina,36270-000,(32) 33411350,creas@ressaquinha.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Ribeirão das Neves,CREAS Ribeirão das Neves,CREAS,"Rua João de Deus Gomes, 30",São Januário,33943-720,(31) 36382741,creasrn@ribeiraodasneves.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Rio Acima,CREAS Rio Acima,CREAS,"Rua Antônio Carlos, 88",Centro,34300-000,(31) 35452252,creas@prefeiturarioacima.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Rio Casca,CREAS Rio Casca,CREAS,"Rua Coronel José Vieria, 535",Centro,35370-000,(31) 997285263,creasriocasca@yahoo.com.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Rio Pardo de Minas,CREAS Rio Pardo de Minas,CREAS,"Rua Mateus Carmo, 95",Jardim Florestal,39530-000,(38) 38241824,creasrpmmg.direitos@yahoo.com.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Rio Piracicaba,CREAS Municipal de Rio Piracicaba (Rio Piracicaba),CREAS,"Rua Brasil, 49",Centro,35940-000,(31) 971043381,pse@riopiracicaba.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Rio Vermelho,CREAS Rio Vermelho,CREAS,"Rua João Antônio Carvalhais, 352",Centro,39170-000,(33) 34361879,smas@riovermelho.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Sabará,CREAS Sede (Sabará),CREAS,"Praça Joao Antero Lopes, 112",Centro,34505-410,(31) 36727696,creas@sabara.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Sabinópolis,CREAS Sabinópolis,CREAS,"Praça Monsenhor José Amantino dos Santos, 22",Centro,39750-000,(33) 34231325,proespecial@sabinopolis.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Sacramento,CREAS Sacramento,CREAS,"Rua Silva Jardim, 8",Centro,38190-000,(34) 33514807,creas@sacramento.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Salinas,CREAS Salinas,CREAS,"Rua Nilson Gonçalves das Neves, 1",Floresta,39560-000,(38) 38411451,creas@salinas.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santa Bárbara,CREAS Santa Bárbara,CREAS,"Rua Boa Esperança, 70",Tenente Carlos,35960-000,(31) 38324528,creas@santabarbara.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santa Luzia,CREAS Santa Luzia,CREAS,"Rua Parana, 520",São Benedito,33125-200,(31) 36371824,creas.saobenedito@santaluzia.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santa Rita de Caldas,CREAS Santa Rita de Caldas,CREAS,"Praça 22 de Maio, 162",Centro,37775-000,(35) 37342124,creas.srcaldas@gmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santa Rita do Sapucaí,CREAS Cidadania em Ação (Santa Rita do Sapucaí),CREAS,"Avenida Antonio Paulino, 3",Centro,37536-018,(35) 34710718,creassantarita@hotmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santana do Jacaré,CREAS Santana do Jacaré,CREAS,"Praça joao Alves Duca, 89",Centro,37278-000,(35) 38661300,social.sj@gmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santana do Paraíso,CREAS Santana do Paraíso,CREAS,"Rua Sao Jose, 232",Centro,35179-000,(31) 32517527,creas@santanadoparaiso.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santo Antônio do Itambé,CREAS Santo Antônio do Itambé,CREAS,"Rua Aristides Alves, 126",Centro,39160-000,(33) 34211301,creasitambe@yahoo.com.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santo Antônio do Monte,CREAS Gildo Antônio dos Santos (Santo Antônio do Monte),CREAS,"Rua Francisco Joaquim de Oliveira, 1750",Planalto,35560-000,(37) 32817324,creas@samonte.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
Santos Dumont,CREAS Antonio Pereira Pontes (Santos Dumont),CREAS,"Rua Carvalho Leite, 54",Graminha,36242-264,(32) 39340608,creas@santosdumont.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
São Francisco,CREAS São Francisco,CREAS,"Rua Euclides Mendonça, 841",Santo Antônio,39300-000,(38) 992310103,creas@saofrancisco.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
São Francisco do Glória,CREAS São Francisco do Glória,CREAS,"Rua Azarias Varela Azevedo, 46",Centro,36810-000,(32) 984861980,creassfg@hotmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
São Gonçalo do Pará,CREAS Padre Agostinho Ferreira Gomes (São Gonçalo do Pará),CREAS,"Avenida Presidente Tancredo Neves, 388",Centro,35544-000,(37) 32342187,assistenciasocial@saogoncalodopara.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
São Gonçalo do Rio Abaixo,CREAS São Gonçalo do Rio Abaixo,CREAS,"Rua Monsenhor Torres, 31",Centro,35935-000,(31) 38201887,creas@saogoncalo.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
São Gonçalo do Sapucaí,CREAS São Gonçalo do Sapucaí,CREAS,"Rua Ildefonso Inacio Ramos, 45",Centro,37490-000,(35) 32413117,creas@saogoncalodosapucai.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
São Gotardo,CREAS São Gotardo,CREAS,"Rua Dr. Joaquim dos Santos Siqueira, 521",Nossa Senhora de Fátima,38800-000,(34) 36718214,creassg@gmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
São João da Lagoa,CREAS Sevaescca (São João da Lagoa),CREAS,"Rua Joaquim Ferreira, 59",Centro,39355-000,(38) 999555172,creassjl@gmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
São João da Ponte,CREAS Serviço Especializado (São João da Ponte),CREAS,"Rua trinta e um de dezembro, 254",Centro,39430-000,(38) 32341345,creasponte@yahoo.com.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
São João del Rei,CREAS Reconstruindo Vínculos (São João del Rei),CREAS,"Rua Gonçalves Coelho, 82",Centro,36307-362,(32) 3379-1526,creas.sjdr@gmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
São João do Oriente,CREAS São João do Oriente,CREAS,"Rua São João Del Rey, 91",Centro,35146-000,(33) 33561230,creassjo@gmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
São João do Pacuí,CREAS São João do Pacuí,CREAS,"Praça Joao Dias de Castro, 86",Centro,39365-000,(38) 998970463,creas@saojoaodopacui.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
São João do Paraíso,CREAS São João do Paraíso,CREAS,"Rua Alcides Batista, 47",Morada do Sol,39540-000,(38) 933001886,creassjpmg@gmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
São João Evangelista,CREAS São João Evangelista,CREAS,"Rua Heitor José Pimenta, 57",Rosário,39705-000,(33) 998692709,smas@sje.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
São João Nepomuceno,CREAS São João Nepomuceno,CREAS,"Rua Comendador João Medina, 284",Centro,36682-239,(32) 32618588,creas.sjn@gmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
São Joaquim de Bicas,CREAS São Joaquim de Bicas,CREAS,"Rua Rio de Janeiro, 342",Tereza Cristina,32920-000,(31) 35482419,coordenador.creas@socialsjbicas.com.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
São José da Lapa,CREAS Centro (São José da Lapa),CREAS,"Rua São Vicente de Paulo, 28",Centro,33350-000,(31) 20101255,creas@saojosedalapa.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
São Lourenço,CREAS São Lourenço,CREAS,"Avenida Antônio Junqueira de Souza, 433",Centro,37470-000,(35) 999019520,creas@saolourenco.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
São Romão,CREAS Novo Tempo (São Romão),CREAS,"Rua Nossa Senhora da Abadia, 146",Centro,39290-000,(38) 98709850,creassaoromao18@gmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
São Sebastião da Vargem Alegre,CREAS Maria Cristina Pires Alves de Souza (São Sebastião da Vargem Alegre),CREAS,"Rua Emílio Carlos de Almeida, 30",Centro,36793-000,(32) 999659243,creas@saosebastiaodavargemalegre.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
São Sebastião do Maranhão,CREAS São Sebastião do Maranhão,CREAS,"Rua Clovis Franco, 54",Centro,39795-000,(33) 984226059,creasssm@gmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
São Sebastião do Oeste,CREAS Vitor Manoel dos Santos (São Sebastião do Oeste),CREAS,"Rua Bonfim, 670",Centro,35567-000,(37) 998232319,sso.creas@gmail.com,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
São Sebastião do Paraíso,CREAS São Sebastião do Paraíso,CREAS,"Rua Pimenta de Pádua, 1865",Centro,37950-000,(35) 35315069,creas.smds@ssparaiso.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
São Tiago,CREAS São Tiago,CREAS,"Rua Antônio Para de Resende, 88",Centro,36350-000,(32) 33762812,assistenciasocial@saotiago.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
São Tomé das Letras,CREAS Direito de Recomeçar (São Tomé das Letras),CREAS,"Rua Vicente Ferreira Pompeu, 55",Centro,37408-000,(35) 32371219,creas@saotomedasletras.mg.gov.br,,creas,MDS/SAGI/CadSUAS (extração 28/06/2026)
